term_normalized,sense_rank,pos,gender,definition,source
STM,1,N,f,"Sigle de Société de transport de Montréal, exploitant des transports en commun de l'île de Montréal, qui a succédé à la STCUM en 2002.",kaikki
STOCKHOLM,1,N,f,"Capitale de la Suède, bâtie sur un archipel de la mer Baltique.",kaikki
STONEHAM,1,N,,"Localité de villégiature de la municipalité de Stoneham-et-Tewkesbury, au Québec.",kaikki
STOPPIGLIA,1,N,,Patronyme d'origine italienne.,kaikki
STRABON,1,N,m,"Géographe et historien grec de l'Antiquité, auteur d'une importante Géographie.",kaikki
STRASBOURG,1,N,m,"Ville, chef-lieu du Bas-Rhin et capitale de la région Grand Est, siège de plusieurs institutions européennes.",kaikki
STRAUSS,1,N,,"Patronyme d'origine allemande, du mot signifiant « bouquet » ou « autruche » ; porté par les compositeurs Johann et Richard Strauss.",kaikki
STROLL,1,N,,Patronyme.,kaikki
STROTTNER,1,N,,Patronyme.,kaikki
STTP,1,N,m,"Sigle de Syndicat des travailleurs et travailleuses des postes, organisation syndicale des employés des postes au Canada.",kaikki
STYFE,1,N,f,Terme d'argot désignant une fille ou une jeune femme.,kaikki
STYRIE,1,N,f,Land (État fédéré) du sud-est de l'Autriche.,kaikki
STYX,1,N,,"Fleuve des Enfers dans la mythologie grecque, dont les eaux servaient à sceller les serments les plus sacrés.",kaikki
SUCY,1,N,,Petit cours d'eau de Seine-et-Marne.,kaikki
SUCY,2,N,,"Ancien nom de la commune de Sucy-en-Brie, dans le Val-de-Marne.",kaikki
SUHEBIETTE,1,N,,"Patronyme d'origine occitane, de forme gasconne.",kaikki
SUHUBIETTE,1,N,,"Patronyme d'origine occitane, variante de Suhebiette.",kaikki
SULIANE,1,N,f,Prénom féminin d'origine bretonne.,kaikki
SUMATRA,1,N,m,"Grande île d'Indonésie, l'une des plus vastes du monde.",kaikki
SUMER,1,N,,"Région historique de basse Mésopotamie, dans l'actuel Irak, berceau de l'une des plus anciennes civilisations connues.",kaikki
SUMIKO,1,N,f,Prénom féminin d'origine japonaise.,kaikki
SUPERBIELLE,1,N,,"Patronyme d'origine occitane, d'un lieu-dit gascon signifiant « ville haute ».",kaikki
SUPERSAC,1,N,,Patronyme d'origine occitane.,kaikki
SUPERVIELLE,1,N,,"Patronyme d'origine occitane, d'un toponyme gascon « ville haute » ; nom du poète Jules Supervielle.",kaikki
SUPERVILLE,1,N,,"Patronyme d'origine occitane, variante francisée de Supervielle, « ville haute ».",kaikki
SURESNES,1,N,,"Commune des Hauts-de-Seine, en Île-de-France.",kaikki
SURINAM,1,N,m,"Variante orthographique de Suriname, pays d'Amérique du Sud.",kaikki
SUSE,1,N,f,"Ancienne cité de Perse, capitale de l'empire achéménide sous Darius Ier.",kaikki
SUSIANE,1,N,f,"Nom antique de la région entourant la ville de Suse, en Perse.",kaikki
SUSMIOU,1,N,m,"Commune des Pyrénées-Atlantiques, en Nouvelle-Aquitaine.",kaikki
SUZANNE,1,N,f,"Prénom féminin d'origine biblique, porté notamment par Suzanne dans le livre de Daniel.",kaikki
SUZHOU,1,N,f,"Ville de Chine, dans la province du Jiangsu, entre le lac Tai et le Yangtsé.",kaikki
SUZHOU,2,N,f,Cours d'eau de la région de Shanghai qui porte le même nom.,kaikki
SUZUKI,1,N,,Patronyme japonais.,kaikki
SUZUKI,2,N,,Constructeur automobile et motocycliste japonais qui le porte.,kaikki
SYDNEY,1,N,f,"Ville d'Australie, la plus peuplée du pays, dans l'État de Nouvelle-Galles du Sud.",kaikki
SYDNEY,2,N,f,"Ancienne ville de Nouvelle-Écosse, au Canada, aujourd'hui intégrée à la municipalité régionale du Cap-Breton.",kaikki
SYE,1,N,f,"Cours d'eau de la Drôme, affluent de ce fleuve.",kaikki
SYENE,1,N,f,"Ancien nom d'Assouan, ville d'Égypte sur le Nil.",kaikki
SYLVETTE,1,N,f,"Prénom féminin, diminutif de Sylvie.",kaikki
SYLVIA,1,N,f,Prénom féminin.,kaikki
SYLVIANE,1,N,f,Prénom féminin.,kaikki
SYME,1,N,f,"Île grecque du Dodécanèse, en mer Égée.",kaikki
SYMI,1,N,f,"Variante orthographique de Symè, île grecque du Dodécanèse.",kaikki
SYNESIOS,1,N,m,"Prénom masculin grec ancien, équivalent de l'anglais Synesius ; nom d'un évêque et philosophe de Cyrène.",kaikki
SYNESIUS,1,N,m,"Variante orthographique de Synésios de Cyrène, philosophe et évêque néoplatonicien du Ve siècle.",kaikki
SYNIZESIS,1,N,f,"En poésie, fusion de deux syllabes en une seule pour respecter un mètre donné.",kaikki
SYNIZESIS,2,N,f,"En biologie cellulaire, regroupement dense des chromosomes d'un côté du noyau avant la division cellulaire.",kaikki
SYNIZESIS,3,N,f,"En médecine, occlusion de la pupille entraînant une perte de vision.",kaikki
SYRACUSE,1,N,,"Nom porté par plusieurs lieux : une province de Sicile (Italie) et sa ville portuaire chef-lieu, fondée par des colons grecs dans l'Antiquité, ainsi qu'une ville de l'État de New York, aux États-Unis.",kaikki
SYRIE,1,N,f,"Pays du Proche-Orient, au Moyen-Orient.",kaikki
SZLAMOWICZ,1,N,,"Patronyme d'origine polonaise, formé sur Szlama, forme de Salomon.",kaikki
TAAF,1,N,f,"Sigle des Terres australes et antarctiques françaises, collectivité d'outre-mer regroupant plusieurs archipels et territoires isolés.",kaikki
TABARNANE,1,Interj,,"Juron québécois, variante de « tabarnak », dérivé du mot « tabernacle » et employé pour exprimer une forte contrariété.",kaikki
TACHKENT,1,N,,Capitale de l'Ouzbékistan.,kaikki
TACHOIRES,1,N,,"Toponyme de la commune de Saleich, en Haute-Garonne.",kaikki
TACHOUERES,1,N,,"Toponyme de la commune de Saleich, en Haute-Garonne.",kaikki
TACHRIFT,1,N,,Patronyme d'origine arabe.,kaikki
TADJIKISTAN,1,N,m,Pays d'Asie centrale.,kaikki
TADJOURAH,1,N,f,Ville de Djibouti.,kaikki
TADJOURAH,2,N,f,Région de ce pays qui porte le même nom.,kaikki
TADOUSSAC,1,N,f,"Municipalité de village de la Côte-Nord, au Québec, à l'embouchure du Saguenay, réputée pour l'observation des baleines.",kaikki
TAGE,1,N,m,"Fleuve de la péninsule Ibérique, qui traverse l'Espagne et le Portugal avant de se jeter dans l'Atlantique à Lisbonne.",kaikki
TAGLIAFERRO,1,N,,"Patronyme d'origine italienne, littéralement « taille-fer », surnom d'un homme vaillant.",kaikki
TAHAR,1,N,m,"Prénom masculin d'origine arabe, signifiant « pur, vertueux ».",kaikki
TAHITI,1,N,m,Plus grande île de la Polynésie française.,kaikki
TAI,1,N,,"Sigle de temps atomique international, échelle de temps de référence fondée sur des horloges atomiques.",kaikki
TAILLEFER,1,N,,Patronyme.,kaikki
TAIOWA,1,N,m,Divinité créatrice de la mythologie hopi.,kaikki
TAIPEH,1,N,m,"Ancienne graphie française de Taipei, capitale de Taïwan.",kaikki
TAIPEI,1,N,m,Capitale de Taïwan.,kaikki
TAITUNG,1,N,,Ville du sud-est de Taïwan.,kaikki
TAIWAN,1,N,m,Pays d'Asie de l'Est partiellement reconnu sur la scène internationale.,kaikki
TAIWAN,2,N,m,Île sur laquelle s'étend l'essentiel de son territoire.,kaikki
TAKAKO,1,N,f,Prénom féminin d'origine japonaise.,kaikki
TALAGRAND,1,N,,Patronyme d'origine occitane.,kaikki
TALLANDIER,1,N,,"Patronyme, porté par une maison d'édition française spécialisée en histoire.",kaikki
TALLEYRAND,1,N,,"Patronyme porté par Talleyrand, diplomate et homme d'État français des XVIIIe et XIXe siècles, actif sous plusieurs régimes successifs.",kaikki
TALLINN,1,N,f,Capitale de l'Estonie.,kaikki
TALOUCH,1,N,m,"Cours d'eau d'Occitanie, affluent du Gers.",kaikki
TAMANDUATEHY,1,N,m,"Variante orthographique de Tamanduateí, cours d'eau brésilien.",kaikki
TAMANDUATEI,1,N,m,"Cours d'eau du Brésil, qui traverse la ville de São Paulo.",kaikki
TAMIEN,1,N,m,"Terme d'argot désignant le haschisch ou, par extension, une cigarette de cannabis.",kaikki
TAMIKO,1,N,f,Prénom féminin d'origine japonaise.,kaikki
TAMPERE,1,N,,"Ville de Finlande, chef-lieu de la région du Pirkanmaa.",kaikki
TAMSUI,1,N,,"Quartier de Nouveau Taipei, dans le nord de Taïwan.",kaikki
TANA,1,N,f,Terme d'argot vulgaire et insultant visant une femme.,kaikki
TANANARIVE,1,N,f,"Ancien nom, hérité de la période coloniale, de la ville d'Antananarivo, capitale de Madagascar.",kaikki
TANGER,1,N,f,"Ville et port du Maroc, sur le détroit de Gibraltar.",kaikki
TANGUAY,1,N,,"Patronyme, notamment répandu au Québec.",kaikki
TANIA,1,N,f,"Prénom féminin d'origine russe, hypocoristique de Tatiana.",kaikki
TANINGES,1,N,,"Commune de la Haute-Savoie, en Auvergne-Rhône-Alpes.",kaikki
TANZANIE,1,N,f,Pays d'Afrique de l'Est.,kaikki
TAPROBANE,1,N,f,Ancien nom donné par les Anciens à l'île aujourd'hui appelée Sri Lanka.,kaikki
TAPROBANE,2,N,f,Désignait aussi une habitante de cette île.,kaikki
TARAVO,1,N,,Cours d'eau de Corse.,kaikki
TARDIEU,1,N,,"Patronyme d'origine occitane, également attesté comme toponyme dans le sud de la France.",kaikki
TARN,1,N,,Département d'Occitanie.,kaikki
TARN,2,N,,Cours d'eau affluent de la Garonne qui traverse notamment ce département.,kaikki
TARNOWSKI,1,N,,"Patronyme d'origine polonaise, formé sur un nom de lieu.",kaikki
TAROUDANT,1,N,m,"Ville du Maroc, dans la vallée du Souss.",kaikki
TARPEE,1,N,f,"Vestale légendaire qui, selon la tradition romaine, livra la citadelle du Capitole aux Sabins et fut écrasée sous leurs boucliers en récompense.",kaikki
TARRACONAISE,1,N,,Province de l'Empire romain couvrant l'essentiel du nord et du centre de la péninsule Ibérique.,kaikki
TARRACONNAISE,1,N,,"Variante orthographique de Tarraconaise, province romaine d'Hispanie.",kaikki
TARTERETS,1,N,m,"Grand ensemble de logements sociaux situé en Essonne, en Île-de-France.",kaikki
TARTOUS,1,N,,"Ville et port de Syrie, sur la Méditerranée.",kaikki
TASCHEREAU,1,N,m,"Municipalité de la municipalité régionale de comté d'Abitibi-Ouest, au Québec.",kaikki
TASH,1,N,,"Nom abrégé désignant un quartier de la ville de Boisbriand, au Québec.",kaikki
TASH,2,N,,"Village de Hongrie, aussi appelé Nyírtass.",kaikki
TASHER,1,N,,Patronyme.,kaikki
TASMANIE,1,N,f,"Île et État d'Australie, ancienne colonie britannique jusqu'en 1901.",kaikki
TASS,1,N,,"Village de Hongrie, dans le comitat de Bács-Kiskun.",kaikki
TASS,2,N,,Ancien nom du village de Nyírtass.,kaikki
TASSENCOURT,1,N,,Patronyme.,kaikki
TATIANA,1,N,f,Prénom féminin d'origine russe.,kaikki
TATINGHEM,1,N,m,"Commune du Pas-de-Calais, en Hauts-de-France.",kaikki
TAUFIK,1,N,,Patronyme d'origine arabe.,kaikki
TAUTAVEL,1,N,m,"Commune des Pyrénées-Orientales, connue pour la découverte de vestiges humains préhistoriques.",kaikki
TAUTOU,1,N,,Patronyme d'origine occitane ; nom de l'actrice Audrey Tautou.,kaikki
TAVARES,1,N,,Patronyme d'origine portugaise.,kaikki
TAVIGNANO,1,N,,Cours d'eau de Corse.,kaikki
TAXAMETRE,1,N,m,"Ancienne graphie de « taximètre », l'appareil mesurant la distance et calculant le tarif d'une course en taxi.",kaikki
TAXILE,1,N,m,Prénom masculin.,kaikki
TAYEULE,1,Interj,,"Contraction familière et vulgaire de « ta gueule », employée pour intimer à quelqu'un de se taire.",kaikki
TAYLOR,1,N,,"Patronyme et prénom mixte d'origine anglaise, d'usage moderne.",kaikki
TBILISSI,1,N,f,Capitale de la Géorgie.,kaikki
TCH,1,N,,"Abréviation usuelle de la Tchéquie, pays d'Europe centrale.",kaikki
TCHAD,1,N,m,Pays d'Afrique centrale.,kaikki
TCHATCH,1,N,,"Ancien nom de la région de l'actuelle Tachkent, en Asie centrale.",kaikki
TCHECOSLOVAQUIE,1,N,f,"Ancien pays d'Europe centrale, aujourd'hui scindé en République tchèque et en Slovaquie.",kaikki
TCHELIABINSK,1,N,,"Ville de Russie, chef-lieu de l'oblast du même nom, dans l'Oural.",kaikki
TCHELIABINSK,2,N,,Oblast russe qui en porte le nom.,kaikki
TCHENG,1,N,,Patronyme français transcrit du chinois.,kaikki
TCHEQUIE,1,N,f,"Pays d'Europe centrale, aussi appelé République tchèque.",kaikki
TCHERKASSY,1,N,,"Ville d'Ukraine, chef-lieu de l'oblast du même nom.",kaikki
TCHERKASSY,2,N,,Oblast et raion ukrainiens qui en portent le nom.,kaikki
TCHERNEYAN,1,N,m,Patronyme français d'origine arménienne.,kaikki
TCHERNIAK,1,N,,"Patronyme d'origine russe, dérivé du mot « noir ».",kaikki
TCHERNIHIV,1,N,f,"Ville d'Ukraine, dans le nord du pays.",kaikki
TCHERNOV,1,N,m,Transcription française du patronyme russe Чернов.,kaikki
TCHETCHENIE,1,N,f,"République du Caucase du Nord, sujet fédéral de la Russie.",kaikki
TCHOBANIAN,1,N,,Transcription française d'un patronyme arménien.,kaikki
TCHOU,1,N,,Patronyme français transcrit du chinois.,kaikki
TCHOUAMENI,1,N,,"Patronyme, porté notamment par Aurélien Tchouaméni (né en 2000), footballeur international français.",kaikki
TCHOUAMENIS,1,N,,"Pluriel de Tchouaméni, patronyme porté notamment par le footballeur français Aurélien Tchouaméni.",kaikki
TCHOUSSOVA,1,N,,"Variante orthographique de Tchoussovaïa, rivière de Russie.",kaikki
TCHOUSSOVAIA,1,N,f,"Rivière de Russie, dans l'Oural.",kaikki
TCS,1,N,m,"Sigle de Touring Club Suisse, association d'aide et de services aux automobilistes en Suisse.",kaikki
TD,1,N,m,"Abréviation de « travaux dirigés », séances d'enseignement en petit groupe complétant les cours magistraux à l'université.",kaikki
TEBBOUNE,1,N,m,"Patronyme d'origine arabe ; nom d'Abdelmadjid Tebboune, président de l'Algérie.",kaikki
TECI,1,N,f,"Terme d'argot, verlan de « cité », désignant un ensemble d'immeubles de banlieue ou, par extension, ses habitants.",kaikki
TEHERAN,1,N,f,Capitale de l'Iran.,kaikki
TEHERAN,2,N,f,Province iranienne qui en porte le nom.,kaikki
TEILHET,1,N,,Commune de l'Ariège.,kaikki
TELEGON,1,N,m,Fils de Circé et d'Ulysse dans la mythologie grecque.,kaikki
TELEMAQUE,1,N,m,"Fils d'Ulysse et de Pénélope dans la mythologie grecque, parti à la recherche de son père.",kaikki
TELETUBBIES,1,N,m,"Pluriel de Télétubby, personnage d'une série télévisée britannique pour la petite enfance.",kaikki
TELETUBBY,1,N,f,Personnage d'une série télévisée britannique destinée à la petite enfance.,kaikki
TELLENE,1,N,,"Variante orthographique de Tellènes, cité de l'Italie antique.",kaikki
TELLENES,1,N,f,"Ancienne cité du Latium, en Italie antique.",kaikki
TELOTTE,1,N,,Patronyme.,kaikki
TEMISCAMING,1,N,m,"Ville de la municipalité régionale de comté de Témiscamingue, au Québec.",kaikki
TEMISCAMINGUE,1,N,m,"Municipalité régionale de comté de l'Abitibi-Témiscamingue, au Québec.",kaikki
TEMISCOUATA,1,N,m,"Municipalité régionale de comté du Bas-Saint-Laurent, au Québec.",kaikki
TENBOSCH,1,N,m,"Quartier de la commune d'Ixelles, dans la région de Bruxelles-Capitale.",kaikki
TENDERLOIN,1,N,,"Quartier du centre de San Francisco, en Californie.",kaikki
TENEBROSITE,1,N,f,"État d'obscurité profonde, au sens propre comme au sens figuré.",kaikki
TENERE,1,N,m,"Région désertique du Sahara, s'étendant sur le Niger et le Tchad.",kaikki
TENERIFE,1,N,f,"Plus grande île des Canaries, archipel espagnol de l'Atlantique.",kaikki
TERAMO,1,N,,"Ville d'Italie, dans les Abruzzes.",kaikki
TERAMO,2,N,,Province qui en est le chef-lieu.,kaikki
TEREE,1,N,m,"Roi de Thrace de la mythologie grecque, époux de Procné.",kaikki
TERENCE,1,N,m,"Prénom masculin d'origine latine, équivalent de l'anglais Terence ; nom d'un auteur comique de la Rome antique.",kaikki
TERRATS,1,N,,"Toponyme de la commune de Saleich, en Haute-Garonne.",kaikki
TERRIFIQUE,1,Adj,,"Ancien adjectif signifiant terrifiant, qui inspire une grande frayeur.",kaikki
TESSIER,1,N,,Patronyme.,kaikki
TESSIN,1,N,m,Canton italophone du sud de la Suisse.,kaikki
TETHYS,1,N,f,"Titanide de la mythologie grecque, personnification des eaux fécondes, mère des fleuves et des Océanides avec son frère Océan.",kaikki
TETHYS,2,N,f,"Vaste océan qui séparait autrefois l'Eurasie de l'Afrique, dont subsiste notamment la Méditerranée.",kaikki
TETOUAN,1,N,m,Ville du nord du Maroc.,kaikki
TETREAULT,1,N,,Patronyme.,kaikki
TETREAULTS,1,N,,Pluriel du patronyme Tétreault.,kaikki
TETREAULTVILLE,1,N,f,"Ancien quartier de Montréal, aujourd'hui intégré à l'arrondissement de Mercier–Hochelaga-Maisonneuve, au Québec.",kaikki
TEULIERES,1,N,,"Patronyme d'origine occitane, désignant un lieu où l'on fabriquait des tuiles.",kaikki
TEXAS,1,N,m,"État du sud des États-Unis, le deuxième plus vaste et le deuxième plus peuplé du pays.",kaikki
TEYSSOT,1,N,,Patronyme.,kaikki
TFAI,1,N,m,"Sigle de Territoire français des Afars et des Issas, ancien nom de la colonie française devenue le Djibouti indépendant en 1977.",kaikki
TFC,1,N,,"Sigle de Toulouse Football Club, club de football français.",kaikki
TFC,2,N,,"Sigle de Toronto FC, club de football canadien.",kaikki
THACH,1,N,,"Patronyme d'origine vietnamienne, signifiant « pierre ».",kaikki
THADDEE,1,N,m,L'un des douze apôtres du Nouveau Testament.,kaikki
THADDEE,2,N,m,Prénom masculin qui en dérive.,kaikki
THADEE,1,N,m,"Prénom masculin d'origine biblique, variante de Thaddée.",kaikki
THAILANDE,1,N,f,Pays d'Asie du Sud-Est.,kaikki
THALES,1,N,m,"Philosophe et mathématicien grec de l'Antiquité, l'un des Sept Sages de la Grèce.",kaikki
THAUVIN,1,N,,"Patronyme, porté notamment par Florian Thauvin (né en 1993), footballeur international français.",kaikki
THEA,1,N,m,Prénom féminin.,kaikki
THEAGENE,1,N,m,"Prénom masculin d'origine grecque, équivalent de l'anglais Theagenes.",kaikki
THEBES,1,N,f,"Ville de Grèce, en Béotie, importante cité de l'Antiquité grecque.",kaikki
THECLE,1,N,f,"Prénom féminin d'origine grecque, équivalent de l'anglais Thecla ; nom d'une sainte des premiers temps chrétiens.",kaikki
THEETETE,1,N,m,"Mathématicien et philosophe grec de l'Antiquité, personnage d'un dialogue de Platon.",kaikki
THEGONNEC,1,N,m,"Prénom masculin breton d'usage ancien, conservé dans le nom de la commune de Saint-Thégonnec.",kaikki
THEMISTOCLE,1,N,m,"Homme d'État et stratège athénien, artisan de la victoire grecque à Salamine.",kaikki
THEMON,1,N,,Patronyme.,kaikki
THENAILLE,1,N,,"Ancienne graphie de Thenailles, commune du département de l'Aisne.",kaikki
THENAILLES,1,N,m,"Commune de l'Aisne, en Hauts-de-France.",kaikki
THEO,1,N,m,Diminutif du prénom masculin Théophile.,kaikki
THEOCRITE,1,N,m,"Poète grec de l'Antiquité, considéré comme le créateur de la poésie bucolique.",kaikki
THEODORE,1,N,m,"Prénom masculin d'origine grecque signifiant « don de Dieu », également porté comme patronyme.",kaikki
THEODORIADE,1,N,f,"Province byzantine de la côte syrienne, créée au VIe siècle par l'empereur Justinien Ier en l'honneur de son épouse Théodora.",kaikki
THEODORIC,1,N,m,"Prénom masculin d'origine germanique, d'usage ancien, équivalent de l'anglais Theodoric ; porté par Théodoric le Grand, roi des Ostrogoths.",kaikki
THEOMNESTE,1,N,m,Nom porté par plusieurs personnages de l'Antiquité grecque.,kaikki
THEOPHANE,1,N,m,"Prénom masculin d'origine grecque, signifiant « manifestation divine ».",kaikki
THEOPHILE,1,N,m,Destinataire auquel s'adressent l'Évangile selon Luc et les Actes des Apôtres.,kaikki
THEOPHILE,2,N,m,Prénom masculin qui en dérive.,kaikki
THEOPOMPE,1,N,m,"Historien grec de l'Antiquité, originaire de l'île de Chios.",kaikki
THEORET,1,N,,Patronyme répandu au Québec.,kaikki
THERAMENE,1,N,m,"Homme politique athénien de l'Antiquité, figure de la fin de la guerre du Péloponnèse.",kaikki
